,X0,X1,y
0,6.433658544295078,5.509168303351839,0.0
1,5.044697884885776,7.708064662864441,0.0
2,5.924535683526583,5.259219662819222,0.0
3,5.293990746037809,5.671261968134861,0.0
4,5.615090763565967,6.130928500753153,0.0
5,6.185903473182608,6.09410577556185,0.0
6,7.166309414019816,7.227191331197893,0.0
7,4.054708262992056,6.481270317011509,0.0
8,5.799781643859625,5.869308930462587,0.0
9,4.822563606931028,7.185931234685254,0.0
10,5.980495944697186,6.283567459439914,0.0
11,6.332584285954669,6.6639241159756235,0.0
12,5.7660015684708705,5.9762024582691895,0.0
13,6.075866902151711,6.530090409746342,0.0
14,5.8881697208048385,5.973526836566881,0.0
15,5.402579272106107,5.379206889146465,0.0
16,6.7567429668062235,7.260796298169314,0.0
17,5.706367847765728,6.299528939832377,0.0
18,5.048405021856402,5.673763524518238,0.0
19,5.6437044728857435,7.21564822456406,0.0
20,6.257606223076583,4.888690091034736,0.0
21,4.262684798408284,5.167447740603721,0.0
22,6.137730654514321,6.258562453410412,0.0
23,6.594855046765659,4.535245917697237,0.0
24,6.45018449479305,6.02033787898853,0.0
25,6.377391957536446,6.525732838781236,0.0
26,7.866845822782684,6.854156724936898,0.0
27,6.076896286668339,6.334251945097757,0.0
28,5.239919370427467,5.164278149773868,0.0
29,4.504067144710054,4.909932490565405,0.0
30,6.507480676664031,5.276851289732855,0.0
31,6.379664427049181,7.039725901852607,0.0
32,6.168749737791324,6.4761687704025706,0.0
33,5.285134160819143,5.910684899140926,0.0
34,7.17154382030606,5.103642765343698,0.0
35,6.757670140666133,7.376971101210977,0.0
36,6.36518303194932,4.656708413527084,0.0
37,6.260673116166046,5.935304147009302,0.0
38,6.37308642475504,6.5870892182473355,0.0
39,5.3781542332379795,5.326956376170826,0.0
40,5.879942777059898,5.2299262503710695,0.0
41,6.1200215088461665,5.9095416764277715,0.0
42,8.100351963047707,5.182445950734572,0.0
43,5.376283240745273,6.338112822139758,0.0
44,6.69601983049951,7.824161042072091,0.0
45,7.29434886248142,6.656962538586324,0.0
46,6.233727346099177,6.715101274334465,0.0
47,5.513241955338244,5.74784410631499,0.0
48,4.817702938366111,5.81748426836319,0.0
49,6.76774780970135,5.83276126760302,0.0
50,5.382667489054385,5.7130614633967935,0.0
51,6.577487519157417,5.796016707506542,0.0
52,6.677848695683732,4.9541625602522785,0.0
53,5.305894387060102,5.59593025334259,0.0
54,4.955258016280949,8.347698113491681,0.0
55,5.1256809032385995,6.729659574740471,0.0
56,5.468788023511444,5.590232389411087,0.0
57,6.240317886678463,4.836770058450031,0.0
58,5.471437706041627,5.88318164021749,0.0
59,5.325265061761334,5.344029372162361,0.0
60,6.866711515856472,6.801520238590926,0.0
61,5.647672606342959,5.932874726575258,0.0
62,6.986573493603861,4.862321769582929,0.0
63,6.269587600985718,7.574805410186468,0.0
64,7.567199694905307,4.452837412471495,0.0
65,5.391772213099696,6.134513111424156,0.0
66,4.9457463085301105,5.4670445316144445,0.0
67,5.890504522856595,7.117614186257408,0.0
68,5.9637894306911505,6.173016364543195,0.0
69,6.408679954053717,6.433455594138251,0.0
70,6.022410529927894,5.045271607973425,0.0
71,6.629798007343148,6.3441313953295255,0.0
72,5.125292895946922,5.455835172771618,0.0
73,6.7078286638346984,6.48289882466974,0.0
74,5.425531387345951,5.784716215556934,0.0
75,5.885582704878711,6.492087034187886,0.0
76,6.996083895603352,6.052358025644886,0.0
77,6.932493359010419,6.696507824003307,0.0
78,6.164014822123887,4.848759976205162,0.0
79,5.180356407826156,6.5911712700561385,0.0
80,4.635779130830372,6.09489046179885,0.0
81,6.797930279925264,6.121562189746062,0.0
82,5.520359844477208,5.324788657107295,0.0
83,6.650916880340921,6.376206842208177,0.0
84,5.7723100101747224,6.849616537483111,0.0
85,6.681099945413171,7.426480487251214,0.0
86,6.45212239044889,5.86880383239871,0.0
87,5.8859585828394225,4.457097107989308,0.0
88,6.120157063537161,5.9874666599317505,0.0
89,4.939208757044005,5.9798320315714,0.0
90,7.071234387890892,5.414166673269685,0.0
91,5.234442768032771,6.881227751608888,0.0
92,6.5058339002697405,8.441355020338802,0.0
93,4.948383615604198,6.574539792711149,0.0
94,6.251936577612247,6.0472793723486955,0.0
95,6.7261726343109745,5.97629274944451,0.0
96,4.455656733803784,5.324195946090539,0.0
97,7.088194326947852,6.934743432626686,0.0
98,5.70242140703138,6.401640306712102,0.0
99,8.220310264831346,5.975127187839408,0.0
100,5.990761804543311,6.15201066056873,0.0
101,6.48408922036097,5.721736308572352,0.0
102,6.483414222669735,4.449393322658887,0.0
103,6.268292474846177,6.040379450621451,0.0
104,5.826568713126368,5.62096183482941,0.0
105,5.513998537684041,5.35118195445669,0.0
106,4.151240925594411,5.786243843137878,0.0
107,6.87437013493445,5.7324952900366934,0.0
108,6.506529560838786,5.138493371698889,0.0
